headline,article_link,is_sarcastic,date
Dr. Fauci Reports That Alcohol May Help People Survive Coronavirus Briefings,https://www.newyorker.com//humor/borowitz-report/dr-fauci-reports-that-alcohol-may-help-people-survive-coronavirus-briefings,1,"March 22, 2020"
Radical Approaches to Social Distancing,https://www.newyorker.com//humor/daily-shouts/radical-approaches-to-social-distancing,1,"March 22, 2020"
Forty Per Cent of Nation’s Toilet Paper Found in Richard Burr’s Garage,https://www.newyorker.com//humor/borowitz-report/forty-per-cent-of-nations-toilet-paper-found-in-richard-burrs-garage,1,"March 21, 2020"
ESPN’s Updated Programming Schedule,https://www.newyorker.com//humor/daily-shouts/espns-updated-programming-schedule,1,"March 21, 2020"
“Lizzie McGuire” Episodes Deemed Too Adult for Disney+,https://www.newyorker.com//humor/daily-shouts/lizzie-mcguire-episodes-deemed-too-adult-for-disney,1,"March 20, 2020"
Richard Burr Demands Assurance That Senators Working from Home Will Still Get Stock Tips,https://www.newyorker.com//humor/borowitz-report/richard-burr-demands-assurance-that-senators-working-from-home-will-still-get-stock-tips,1,"March 20, 2020"
"Daily Cartoon: Friday, March 20th",https://www.newyorker.com//cartoons/daily-cartoon/friday-march-20th-party-politics,1,"March 20, 2020"
Eleven Tips for Working from Home Alongside Your Partner During the Global Pandemic,https://www.newyorker.com//humor/daily-shouts/eleven-tips-for-working-from-home-alongside-your-partner-during-the-global-pandemic,1,"March 20, 2020"
If I Were a Disney Princess,https://www.newyorker.com//humor/daily-shouts/if-i-were-a-disney-princess,1,"March 19, 2020"
Fox to Address Coronavirus Crisis with Three-Part Series on Hunter Biden,https://www.newyorker.com//humor/borowitz-report/fox-to-address-coronavirus-crisis-with-three-part-series-on-hunter-biden,1,"March 19, 2020"
"Daily Cartoon: Thursday, March 19th",https://www.newyorker.com//cartoons/daily-cartoon/cartoon-thursday-march-19th-waldo-coronavirus,1,"March 19, 2020"
Quarantine Tips from My Cat,https://www.newyorker.com//humor/daily-shouts/quarantine-tips-from-my-cat,1,"March 19, 2020"
"Techniques for Not Touching Your Face, According to Works of Art",https://www.newyorker.com//humor/daily-shouts/techniques-for-not-touching-your-face-according-to-works-of-art,1,"March 18, 2020"
"Daily Cartoon: Wednesday, March 18th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-march-18th-isolation-family,1,"March 18, 2020"
How I Wish to Receive Notifications,https://www.newyorker.com//humor/daily-shouts/how-i-wish-to-receive-notifications,1,"March 18, 2020"
Dr. Fauci Says He Has No Idea Who Locked Jared Kushner in Bathroom,https://www.newyorker.com//humor/borowitz-report/dr-fauci-says-he-has-no-idea-who-locked-jared-kushner-in-bathroom,1,"March 17, 2020"
Products That Make You Go “Hmmm”,https://www.newyorker.com//humor/daily-shouts/products-that-make-you-go-hmmm,1,"March 17, 2020"
"Daily Cartoon: Tuesday, March 17th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-march-17th-supermarket-coronavirus,1,"March 17, 2020"
A Kindergarten Teacher Tries to Answer Students’ Questions About Her Marital Status,https://www.newyorker.com//humor/daily-shouts/a-kindergarten-teacher-tries-to-answer-students-questions-about-her-marital-status,1,"March 17, 2020"
Other Medical Experts Jared Kushner Might Consult About COVID-19,https://www.newyorker.com//humor/daily-shouts/other-medical-experts-jared-kushner-might-consult-about-covid-19-coronavirus,1,"March 16, 2020"
"Daily Cartoon: Monday, March 16th",https://www.newyorker.com//cartoons/daily-cartoon/monday-march-16th-work-from-home,1,"March 16, 2020"
Trump Tests Negative For Empathy,https://www.newyorker.com//humor/borowitz-report/trump-tests-negative-for-empathy,1,"March 16, 2020"
Achievement Trophies for Type-A Personalities,https://www.newyorker.com//humor/daily-shouts/achievement-trophies-for-type-a-personalities,1,"March 16, 2020"
An Ides of March Pinterest Board,https://www.newyorker.com//humor/daily-shouts/an-ides-of-march-pinterest-board,1,"March 15, 2020"
Your Yoga Studio’s Updated Practices in Response to COVID-19,https://www.newyorker.com//humor/daily-shouts/your-yoga-studios-updated-practices-in-response-to-covid-19,1,"March 14, 2020"
Dr. Anthony Fauci Changes Trump’s Twitter Password,https://www.newyorker.com//humor/borowitz-report/dr-anthony-fauci-changes-trumps-twitter-password,1,"March 13, 2020"
All The Ways I Failed to Spend My Massive Wealth,https://www.newyorker.com//humor/daily-shouts/all-the-ways-i-failed-to-spend-my-massive-wealth,1,"March 13, 2020"
"Daily Cartoon: Friday, March 13th",https://www.newyorker.com//cartoons/daily-cartoon/friday-march-13th-coronavirus-cdc,1,"March 13, 2020"
National-Park Safety Rules for Millennials,https://www.newyorker.com//humor/daily-shouts/national-park-safety-rules-for-millennials,1,"March 13, 2020"
What’s Inside My Emotional First-Aid Kit,https://www.newyorker.com//humor/daily-shouts/whats-inside-my-emotional-first-aid-kit,1,"March 12, 2020"
"Daily Cartoon: Thursday, March 12th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-march-12th-dog-walk,1,"March 12, 2020"
Nation Baffled That Former Reality-Show Host Not Prepared for This,https://www.newyorker.com//humor/borowitz-report/nation-baffled-that-former-reality-show-host-not-prepared-for-this,1,"March 12, 2020"
A Brief History of Sports,https://www.newyorker.com//humor/daily-shouts/a-brief-history-of-sports,1,"March 12, 2020"
Lovebirds Take Flight,https://www.newyorker.com//humor/daily-shouts/lovebirds-take-flight,1,"March 11, 2020"
"Daily Cartoon: Wednesday, March 11th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-march-11th-remote-work,1,"March 11, 2020"
Notes from a Couples Therapist for Former Reality-Show Contestants,https://www.newyorker.com//humor/daily-shouts/notes-from-a-couples-therapist-for-former-reality-show-contestants,1,"March 11, 2020"
How to Live a Balanced Life,https://www.newyorker.com//humor/daily-shouts/how-to-live-a-balanced-life,1,"March 10, 2020"
"Daily Cartoon: Tuesday, March 10th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-march-10th-school-fight,1,"March 10, 2020"
Nobody Will Tell You This but Me: Phone Calls with My Grandmother,https://www.newyorker.com//humor/daily-shouts/nobody-will-tell-you-this-but-me-phone-calls-with-my-grandmother,1,"March 10, 2020"
Betsy DeVos Says She Was Planning to Close All Schools Anyway,https://www.newyorker.com//humor/borowitz-report/betsy-devos-says-she-was-planning-to-close-all-schools-anyway,1,"March 9, 2020"
My Definition of “Unplugging”,https://www.newyorker.com//humor/daily-shouts/my-definition-of-unplugging,1,"March 9, 2020"
"Things Your Roomie Could, in Theory, Be Doing in There",https://www.newyorker.com//humor/daily-shouts/things-your-roomie-could-in-theory-be-doing-in-there,1,"March 9, 2020"
"Daily Cartoon: Monday, March 9th",https://www.newyorker.com//cartoons/daily-cartoon/monday-march-9th-daylight-saving,1,"March 9, 2020"
Cruise-Ship Passengers Demand to Be Housed at Mar-a-Lago,https://www.newyorker.com//humor/borowitz-report/cruise-ship-passengers-demand-to-be-housed-at-mar-a-lago,1,"March 9, 2020"
Some Feminist T-Shirts,https://www.newyorker.com//humor/daily-shouts/some-feminist-t-shirts,1,"March 8, 2020"
Cinderella and the Glass Ceiling,https://www.newyorker.com//humor/daily-shouts/cinderella-and-the-glass-ceiling,1,"March 7, 2020"
"Daily Cartoon: Friday, March 6th",https://www.newyorker.com//cartoons/daily-cartoon/friday-march-6th-glass-ceiling,1,"March 6, 2020"
Susan Collins Unable to Decide Whether to Wash Hands,https://www.newyorker.com//humor/borowitz-report/susan-collins-unable-to-decide-whether-to-wash-hands,1,"March 6, 2020"
"Reasons Why I, a Baby on an Airplane, Am Crying",https://www.newyorker.com//humor/daily-shouts/reasons-why-i-a-baby-on-an-airplane-am-crying,1,"March 6, 2020"
Trials of the French Press,https://www.newyorker.com//humor/daily-shouts/trials-of-the-french-press,1,"March 5, 2020"
"Washington, D.C., Man Linked to Community Spread of Coronavirus Misinformation",https://www.newyorker.com//humor/borowitz-report/washington-dc-man-linked-to-community-spread-of-coronavirus-misinformation,1,"March 5, 2020"
"Daily Cartoon: Thursday, March 5th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-march-5th-cultural-gentlemen,1,"March 5, 2020"
Winners Wake Up Early: Every Article I’ve Written About My Morning Routine,https://www.newyorker.com//humor/daily-shouts/winners-wake-up-early-every-article-ive-written-about-my-morning-routine,1,"March 5, 2020"
Where All That Bloomberg Campaign Money Went,https://www.newyorker.com//humor/daily-shouts/where-all-that-bloomberg-campaign-money-went,1,"March 4, 2020"
"Daily Cartoon: Wednesday, March 4th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-march-4th-voting-sticker,1,"March 4, 2020"
Trump Screams at Pence for Not Praying Hard Enough to Make Biden Lose,https://www.newyorker.com//humor/borowitz-report/trump-screams-at-pence-for-not-praying-hard-enough-to-make-biden-lose,1,"March 4, 2020"
"Texts from Joe Biden to Barack Obama on March 2, 2020",https://www.newyorker.com//humor/daily-shouts/texts-from-joe-biden-to-barack-obama-on-march-2-2020,1,"March 4, 2020"
Salad-in-a-Bag Ingredients as People Who’ve Hurt Me,https://www.newyorker.com//humor/daily-shouts/salad-in-a-bag-ingredients-as-people-whove-hurt-me,1,"March 3, 2020"
"Daily Cartoon: Tuesday, March 3rd",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-march-3rd-purell-thief,1,"March 3, 2020"
"Another Dinner Party, Another “Impromptu” von Trapp Family Concert",https://www.newyorker.com//humor/daily-shouts/another-dinner-party-another-impromptu-von-trapp-family-concert,1,"March 3, 2020"
Virtually Realistic Goals,https://www.newyorker.com//humor/daily-shouts/virtually-realistic-goals,1,"March 2, 2020"
Tulsi Gabbard’s Nine Supporters Urge Her to Drop Out of Race,https://www.newyorker.com//humor/borowitz-report/tulsi-gabbards-nine-supporters-urge-her-to-drop-out-of-race,1,"March 2, 2020"
"Daily Cartoon: Monday, March 2nd",https://www.newyorker.com//cartoons/daily-cartoon/monday-march-2nd-super-tuesday,1,"March 2, 2020"
Is That the Voice of Your Inner Child or Your Inner Adult?,https://www.newyorker.com//humor/daily-shouts/is-that-the-voice-of-your-inner-child-or-your-inner-adult,1,"March 1, 2020"
A Field Guide for Bloomberg-Campaign Deputy Digital Organizers,https://www.newyorker.com//humor/daily-shouts/a-field-guide-for-bloomberg-campaign-deputy-digital-organizers,1,"February 29, 2020"
Faces My Locked iPhone Doesn’t Recognize,https://www.newyorker.com//humor/daily-shouts/faces-my-locked-iphone-doesnt-recognize,1,"February 28, 2020"
"Daily Cartoon: Friday, February 28th",https://www.newyorker.com//cartoons/daily-cartoon/friday-february-28th-flu-cuffing-season,1,"February 28, 2020"
C.D.C. Director Says Coronavirus Effort Could Be Helped by Quarantining Pence,https://www.newyorker.com//humor/borowitz-report/cdc-director-says-coronavirus-effort-could-be-helped-by-quarantining-pence,1,"February 28, 2020"
Learning the Ropes,https://www.newyorker.com//humor/daily-shouts/learning-the-ropes,1,"February 28, 2020"
Dear Pepper: Broken Dreams and Job Hunting,https://www.newyorker.com//humor/daily-shouts/dear-pepper-broken-dreams-and-job-hunting,1,"February 27, 2020"
"Daily Cartoon: Thursday, February 27th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-february-27th-pence-repent,1,"February 27, 2020"
Schrödinger’s Tinder Date,https://www.newyorker.com//humor/daily-shouts/schrodingers-tinder-date,1,"February 27, 2020"
Some Very Dirty Produce,https://www.newyorker.com//humor/daily-shouts/some-very-dirty-produce,1,"February 26, 2020"
"Daily Cartoon: Wednesday, February 26th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-february-26th-political-discourse,1,"February 26, 2020"
Trump Plans to Destroy Coronavirus with an Incredibly Mean Tweet,https://www.newyorker.com//humor/borowitz-report/trump-plans-to-destroy-coronavirus-with-an-incredibly-mean-tweet,1,"February 26, 2020"
"How You Know You’ve Made It, by City",https://www.newyorker.com//humor/daily-shouts/how-you-know-youve-made-it-by-city,1,"February 26, 2020"
Stages of Language Learning,https://www.newyorker.com//humor/daily-shouts/stages-of-language-learning,1,"February 25, 2020"
Ruth Bader Ginsburg Says Trump Should Recuse Himself from All Decisions Involving the Future of the Country,https://www.newyorker.com//humor/borowitz-report/ruth-bader-ginsburg-says-trump-should-recuse-himself-from-all-decisions-involving-the-future-of-the-country,1,"February 25, 2020"
"Daily Cartoon: Tuesday, February 25th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-february-25th-facebook-hiking,1,"February 25, 2020"
Virtual Imagery That Would Actually Make Me Run Faster on the Elliptical,https://www.newyorker.com//humor/daily-shouts/virtual-imagery-that-would-actually-make-me-run-faster-on-the-elliptical,1,"February 25, 2020"
"Subway Pole, O Subway Pole",https://www.newyorker.com//humor/daily-shouts/subway-pole-o-subway-pole,1,"February 24, 2020"
"Daily Cartoon: Monday, February 24th",https://www.newyorker.com//cartoons/daily-cartoon/monday-february-24th-heat-wave,1,"February 24, 2020"
Really Fun Things You Can Do When You Are Hopelessly Alone,https://www.newyorker.com//humor/daily-shouts/really-fun-things-you-can-do-when-you-are-hopelessly-alone,1,"February 23, 2020"
The Climate Crisis: What to Really Worry About,https://www.newyorker.com//humor/daily-shouts/the-climate-crisis-what-to-really-worry-about,1,"February 22, 2020"
Powerful Crystals for People in Their Thirties,https://www.newyorker.com//humor/daily-shouts/powerful-crystals-for-people-in-their-thirties,1,"February 21, 2020"
"Daily Cartoon: Friday, February 21st",https://www.newyorker.com//cartoons/daily-cartoon/friday-february-21st-conspiracy-theories,1,"February 21, 2020"
"I Went to Hogwarts for Seven Years and Did Not Learn Math or Spelling, and Now I Can’t Get a Job",https://www.newyorker.com//humor/daily-shouts/i-went-to-hogwarts-for-seven-years-and-did-not-learn-math-or-spelling-and-now-i-cant-get-a-job,1,"February 21, 2020"
Reasons I Said Sorry Today,https://www.newyorker.com//humor/daily-shouts/reasons-i-said-sorry-today,1,"February 20, 2020"
"Daily Cartoon: Thursday, February 20th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-february-20th-frosty-iceman,1,"February 20, 2020"
My Happy Place,https://www.newyorker.com//humor/daily-shouts/my-happy-place,1,"February 20, 2020"
Bloomberg to Spend Ten Billion Dollars to Buy Entirely Different Personality,https://www.newyorker.com//humor/borowitz-report/bloomberg-to-spend-ten-billion-dollars-to-buy-entirely-different-personality,1,"February 19, 2020"
Robot-Themed Movie Ideas for Our Robot-Dominated Future,https://www.newyorker.com//humor/daily-shouts/robot-themed-movie-ideas-for-our-robot-dominated-future,1,"February 19, 2020"
Mexico Tightens Border After Trump Pardons White-Collar Criminals,https://www.newyorker.com//humor/borowitz-report/mexico-tightens-border-after-trump-pardons-white-collar-criminals,1,"February 19, 2020"
"Daily Cartoon: Wednesday, February 19th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-february-19th-bloomberg-debate,1,"February 19, 2020"
Our New Business Plan: Go Viral,https://www.newyorker.com//humor/daily-shouts/our-new-business-plan-go-viral,1,"February 19, 2020"
Lesser-Known 2020 Voting Blocs,https://www.newyorker.com//humor/daily-shouts/lesser-known-2020-voting-blocs,1,"February 18, 2020"
A Celebrity Profile of My Cat,https://www.newyorker.com//humor/daily-shouts/a-celebrity-profile-of-my-cat,1,"February 18, 2020"
"Daily Cartoon: Tuesday, February 18th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-february-18th-four-day-work,1,"February 18, 2020"
Bloomberg Enrages Trump by Buying Greenland,https://www.newyorker.com//humor/borowitz-report/bloomberg-enrages-trump-by-buying-greenland,1,"February 18, 2020"
America!: How to Throw a Wild Presidents’ Day Party,https://www.newyorker.com//humor/daily-shouts/america-how-to-throw-a-wild-presidents-day-party,1,"February 17, 2020"
